Country Code,ISO3,Country Name eng,Country Name fr,1979,2010,1984,2009,2004,1991,1972,1983,1969,2013,2018,1993,1978,2012,2008,Indicator Code,1960,1976,2006,2001,1980,1963,1971,1982,1995,2005,2022,1989,2017,1967,1981,Unnamed: 67,2002,2019,1985,1992,2016,2015,1998,2003,1975,1990,1986,2021,1994,1988,1970,Indicator Name,2000,1965,1977,2007,1996,1968,2020,1973,2011,1964,1997,1966,2014,1987,1962,1974,1961,1999
22.0,ABW,Aruba,Aruba,,,,,,,,,,,,,,,,EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Émissions de CO2 (kt),,,,,,,,,,,,,,,,,,
,AFE,,,,532614.140224,,504690.371108,459742.334363,300135.943094,,,,568547.519,598720.9575,305267.779142,,546775.865,522352.252288,EN.ATM.CO2E.KT,,,467829.222212,395061.523617,,,,,329784.557767,460840.910225,,,590905.482,,,,406488.162257,610723.5,,296834.691723,580219.242,576265.992,367651.937441,428637.779164,,304614.720181,,,314596.287085,,,Émissions de CO2 (kt),357967.510652,,,488797.648679,342368.178325,,544952.503,,525337.889289,,358278.381587,,591680.972,,,,,353173.100746
2.0,AFG,Afghanistan,Afghanistan,,8576.15,,6558.97,1292.307,1941.37,,,,9402.05,10972.38,1527.89,,10208.13,4375.64,EN.ATM.CO2E.KT,,,2283.68,1088.638,,,,,1457.69,1961.711,,,10022.78,,,,1403.03,11238.83,,1525.47,9294.93,10057.59,1318.0,1653.207,,2046.87,,,1493.59,,,Émissions de CO2 (kt),1078.12,,,2847.81,1407.3,,8709.47,,11961.89,,1344.1,,9281.34,,,,,1122.0
,AFW,,,,159573.957,,141983.85,149751.265,110559.9338,,,,186486.66,210618.89,114995.869,,170350.67,147214.73,EN.ATM.CO2E.KT,,,144266.808,147879.42,,,,,116198.614,152041.539,,,200550.9,,,,138656.59,222990.35,,121628.003,201399.22,194363.64,129455.595,148185.467,,97190.345,,,106198.491,,,Émissions de CO2 (kt),140653.453,,,139839.036,134252.745,,215915.61,,165498.4949,,134320.486,,196343.63,,,,,131960.884
7.0,AGO,Angola,Angola,,22801.5,,21145.0,17453.6,6674.5,,,,26958.7,23637.4,9269.7,,23868.0,19275.3,EN.ATM.CO2E.KT,,,16558.6,15955.9,,,,,12719.48,15811.2,,,25064.8,,,,15689.5,24382.9,,6877.3,29520.7,31648.9,16767.9,16764.8,,6564.2,,,11298.23,,,Émissions de CO2 (kt),16204.16,,,16966.4,15442.4,,19814.5,,23865.8,,16154.9,,29610.5,,,,,17613.22
3.0,ALB,Albania,Albanie,,4785.4,,4368.2,4322.3,4119.6,,,,4795.4,5316.1,2078.4,,4541.8,4209.5,EN.ATM.CO2E.KT,,,4081.8,3234.2,,,,,1951.1,4095.9,,,5403.7,,,,3761.9,4993.3,,2239.3,4573.2,4797.0,1804.55,4137.4,,6060.5,,,2084.7,,,Émissions de CO2 (kt),3186.54,,,4258.4,1968.0,,4383.2,,5136.7,,1479.16,,5188.0,,,,,2985.35
6.0,AND,Andorra,Andorre,,516.624,,516.624,560.592,406.704,,,,476.32,494.64,410.368,,487.312,538.608,EN.ATM.CO2E.KT,,,545.936,523.952,,,,,425.024,575.248,,,465.328,,,,531.28,479.984,,406.704,468.992,465.328,490.976,534.944,,406.704,,,406.704,,,Émissions de CO2 (kt),523.952,,,538.608,454.336,,448.884399,,490.976,,465.328,,461.664,,,,,512.96
,ARB,,Le monde arabe,,1533676.6,,1447553.6,1106497.6,634670.889,,,,1706820.79,1826351.9,741817.84,,1674146.7,1400755.46,EN.ATM.CO2E.KT,,,1245032.15,985508.25,,,,,810180.27,1182132.3,,,1843231.7,,,,1019038.88,1845846.37,,688969.38,1827587.97,1809147.15,884602.46,1049960.51,,632472.87,,,786209.54,,,Émissions de CO2 (kt),933988.54,,,1296134.5,838864.28,,1765052.9,,1567405.8,,879771.68,,1766583.07,,,,,896523.3
225.0,ARE,United Arab Emirates,Émirats arabes unis,,162788.9,,157019.8,110007.6,61564.1,,,,184960.8,174220.3,63620.2,,175687.9,156044.4,EN.ATM.CO2E.KT,,,121562.5,97196.5,,,,,75166.7,116453.9,,,191935.0,,,,99146.3,185645.7,,59702.8,200398.5,195409.4,83449.6,103820.5,,55210.4,,,70779.6,,,Émissions de CO2 (kt),84729.1,,,131831.6,78528.3,,188088.7,,166631.5,,81440.9,,186639.8,,,,,85679.8
9.0,ARG,Argentina,Argentine,,167226.3,,156567.5,141376.4,105906.6,,,,183255.7,176894.6,110256.5,,177955.3,167231.8,EN.ATM.CO2E.KT,,,154917.5,125255.2,,,,,112886.7,145995.4,,,179267.3,,,,117462.1,168162.0,,107921.1,183158.7,185550.0,132669.9,127653.5,,100313.9,,,111909.9,,,Émissions de CO2 (kt),132265.5,,,162820.2,122545.9,,154535.9,,176641.6,,126118.7,,179600.7,,,,,134502.0
1.0,ARM,Armenia,Arménie,,4336.6,,4510.8,3763.8,20689.6,,,,5501.5,5712.2,4974.49,,5716.5,5685.5,EN.ATM.CO2E.KT,,,4489.2,3602.0,,,,,3436.76,4460.9,,,5371.3,,,,3118.7,6195.6,,10755.96,5066.7,5343.4,3492.5,3495.4,,19845.2,,,2707.87,,,Émissions de CO2 (kt),3561.0,,,5204.4,2481.91,,6746.6,,4937.1,,3324.3,,5479.0,,,,,3103.0
5.0,ASM,American Samoa,Samoa américaines,,,,,,,,,,,,,,,,EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Émissions de CO2 (kt),,,,,,,,,,,,,,,,,,
8.0,ATG,Antigua and Barbuda,Antigua-et-Barbuda,,465.8,,453.6,367.4,221.4,,,,472.9,508.6,222.0,,469.9,428.1,EN.ATM.CO2E.KT,,,398.0,321.9,,,,,235.2,376.7,,,500.1,,,,335.1,509.0,,218.5,500.5,490.2,286.0,360.7,,218.2,,,225.2,,,Émissions de CO2 (kt),312.5,,,419.2,254.8,,474.6,,456.1,,267.6,,476.6,,,,,299.3
10.0,AUS,Australia,Australie,,395993.2,,393859.7,366141.6,264709.7,,,,388427.4,396059.9,273016.9,,395690.0,387570.3,EN.ATM.CO2E.KT,,,374104.4,345609.4,,,,,290141.5,368801.9,,,397149.4,,,,353315.8,395199.1,,268366.5,394803.6,385782.4,327536.9,352893.5,,263437.5,,,280096.3,,,Émissions de CO2 (kt),339422.8,,,384368.3,300180.4,,378996.8,,394436.7,,307778.5,,379267.2,,,,,333677.7
11.0,AUT,Austria,Autriche,,69965.1,,64420.7,75802.1,62423.2,,,,65752.7,63131.4,57804.0,,65112.0,70734.7,EN.ATM.CO2E.KT,,,74104.4,67914.4,,,,,61186.4,76242.4,,,65867.7,,,,69374.2,64497.8,,57668.0,63697.1,63254.7,64673.1,74467.9,,58275.7,,,58288.2,,,Émissions de CO2 (kt),63538.6,,,71248.0,64902.9,,59142.4,,68276.0,,64224.1,,62054.5,,,,,63055.1
52.0,AZE,Azerbaijan,Azerbaïdjan,,24311.9,,25495.8,28311.9,52059.4,,,,30939.6,32728.1,48052.0,,30110.6,30447.6,EN.ATM.CO2E.KT,,,30488.4,26397.2,,,,,32474.9,30043.4,,,31957.0,,,,26177.6,35521.0,,63613.2,32239.4,31773.3,26490.5,28569.4,,53483.7,,,33515.3,,,Émissions de CO2 (kt),27687.2,,,27627.7,27193.3,,34305.0,,27282.1,,26489.6,,32243.4,,,,,26122.2
29.0,BDI,Burundi,Burundi,,323.3,,198.1,159.6,229.6,,,,366.4,664.9,210.6,,364.2,198.7,EN.ATM.CO2E.KT,,,191.6,210.2,,,,,216.9,161.0,,,529.1,,,,218.1,707.4,,201.2,442.0,366.8,232.5,171.2,,187.6,,,210.6,,,Émissions de CO2 (kt),262.6,,,192.1,223.3,,713.466,,359.3,,226.2,,364.8,,,,,233.8
255.0,BEL,Belgium,Belgique,,106872.8,,99904.4,113350.8,113960.1,,,,96550.6,93523.2,110108.3,,95275.6,106715.4,EN.ATM.CO2E.KT,,,108081.5,118339.8,,,,,114568.7,110960.2,,,92587.4,,,,110850.2,92989.4,,112329.3,94171.6,95096.0,119412.8,115502.1,,109312.6,,,114901.4,,,Émissions de CO2 (kt),117274.6,,,103905.8,119448.4,,85364.1,,96488.2,,116634.7,,90362.4,,,,,115514.5
53.0,BEN,Benin,Bénin,,4825.1,,4417.2,2646.4,273.51,,,,4676.4,7604.0,287.29,,4444.7,4017.6,EN.ATM.CO2E.KT,,,3471.4,1735.1,,,,,302.07,2899.6,,,6876.2,,,,2177.3,7475.5,,282.61,6739.0,5505.6,1214.7,2443.2,,330.11,,,280.34,,,Émissions de CO2 (kt),1424.5,,,3998.2,973.49,,7980.4,,4652.6,,1236.54,,5186.1,,,,,1340.5
233.0,BFA,Burkina Faso,Burkina Faso,,2094.3,,1930.1,1133.84,599.6,,,,2947.0,5147.7,623.6,,2693.0,1909.6,EN.ATM.CO2E.KT,,,1400.48,1024.23,,,,,639.72,1151.29,,,4625.2,,,,1027.23,5646.5,,610.8,3997.8,3801.8,879.32,1102.48,,594.1,,,625.8,,,Émissions de CO2 (kt),1048.93,,,1682.82,724.9,,5456.7,,2200.4,,827.85,,2997.0,,,,,933.39
16.0,BGD,Bangladesh,Bangladesh,,50487.6,,44750.0,30527.5,10830.76,,,,62965.7,95944.6,12568.4,,58985.2,41580.8,EN.ATM.CO2E.KT,,,35902.8,25634.5,,,,,16554.48,32710.8,,,87658.0,,,,27284.2,92645.0,,11823.48,81128.9,73156.9,19249.5,28629.8,,11523.73,,,13543.45,,,Émissions de CO2 (kt),20686.7,,,37992.3,16825.3,,85493.1,,54309.9,,18970.9,,66313.1,,,,,20105.5
27.0,BGR,Bulgaria,Bulgarie,,44740.6,,42907.8,47265.7,58826.5,,,,39660.7,40898.2,55925.2,,45023.1,50039.3,EN.ATM.CO2E.KT,,,48954.8,46185.6,,,,,54882.8,47985.6,,,43885.1,,,,43599.9,39159.9,,55364.1,41586.7,44556.5,50477.5,47933.3,,73605.7,,,53724.0,,,Émissions de CO2 (kt),43421.1,,,52598.7,55301.7,,34138.1,,49637.6,,52994.6,,42054.4,,,,,44322.0
13.0,BHR,Bahrain,Bahreïn,,25965.7,,24717.1,17927.3,10346.53,,,,28853.0,30844.4,13066.22,,27174.2,24762.2,EN.ATM.CO2E.KT,,,22485.4,16386.32,,,,,13535.88,20693.7,,,30514.9,,,,17221.48,32966.8,,12272.25,30301.1,30492.4,15488.92,17944.11,,10737.46,,,13372.03,,,Émissions de CO2 (kt),15876.5,,,23001.0,14154.98,,32470.2,,26017.6,,14415.78,,30282.7,,,,,15450.88
12.0,BHS,Bahamas,Bahamas,,1979.4,,2008.5,2094.7,2085.3,,,,2805.4,2795.4,1825.1,,2394.3,1981.2,EN.ATM.CO2E.KT,,,1906.6,2034.5,,,,,1924.2,1955.6,,,2170.2,,,,2068.8,2622.7,,1952.5,2040.7,2207.4,2080.7,2116.0,,2014.6,,,1849.6,,,Émissions de CO2 (kt),2115.3,,,1931.7,1894.7,,2456.0,,2183.0,,1695.7,,2518.9,,,,,2127.4
80.0,BIH,Bosnia and Herzegovina,Bosnie-Herzégovine,,20842.5,,20589.7,15571.7,21441.0,,,,21847.8,22615.8,13403.99,,21960.2,20761.2,EN.ATM.CO2E.KT,,,17910.2,13763.7,,,,,3369.47,16225.4,,,22692.7,,,,14556.0,21124.3,,15966.67,22356.6,19629.0,10760.7,14871.4,,23965.6,,,3162.67,,,Émissions de CO2 (kt),13955.1,,,18888.5,4188.03,,20946.8,,23738.2,,8493.0,,19506.8,,,,,10516.1
57.0,BLR,Belarus,Bélarus,,61443.7,,57177.3,55753.4,96217.8,,,,59891.2,59271.6,76209.4,,59738.3,60231.7,EN.ATM.CO2E.KT,,,58794.1,51720.2,,,,,57507.8,56464.6,,,56247.0,,,,51752.9,57681.2,,87748.6,55201.4,54871.3,57201.9,52525.9,,99830.0,,,64645.6,,,Émissions de CO2 (kt),52967.5,,,57326.9,58453.6,,54801.5,,58325.8,,59020.5,,59431.8,,,,,54957.9
23.0,BLZ,Belize,Belize,,531.2,,532.0,409.6,441.6,,,,457.4,630.0,405.7,,465.3,450.9,EN.ATM.CO2E.KT,,,461.2,481.4,,,,,405.2,435.3,,,643.1,,,,449.7,736.2,,382.5,651.3,675.1,399.6,450.2,,340.3,,,402.7,,,Émissions de CO2 (kt),425.2,,,491.6,330.6,,687.6,,573.4,,419.0,,483.7,,,,,374.4
17.0,BMU,Bermuda,Bermudes,,,,,,,,,,,,,,,,EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Émissions de CO2 (kt),,,,,,,,,,,,,,,,,,
19.0,BOL,Bolivia (Plurinational State of),Bolivie,,14702.2,,13570.4,9382.4,10867.9,,,,18123.9,21881.2,10260.5,,16961.0,12734.2,EN.ATM.CO2E.KT,,,10714.9,7812.9,,,,,8634.5,9883.0,,,21628.2,,,,8339.5,21828.8,,11173.7,21328.7,20002.9,8728.6,8878.7,,10407.9,,,9565.0,,,Émissions de CO2 (kt),8108.1,,,11907.5,8331.2,,18375.3,,15991.7,,9186.3,,19478.3,,,,,8285.2
21.0,BRA,Brazil,Brésil,,397931.1,,350000.9,328517.3,205475.4,,,,486844.7,433838.8,215259.5,,454232.9,373633.1,EN.ATM.CO2E.KT,,,335624.6,319375.7,,,,,241283.8,331689.1,,,455684.8,,,,317756.5,434318.0,,207865.4,447077.3,485344.1,290587.2,310808.1,,197897.4,,,222497.5,,,Émissions de CO2 (kt),313670.8,,,352555.8,262414.1,,414138.8,,418295.4,,281335.0,,511618.0,,,,,300958.7
14.0,BRB,Barbados,Barbade,,1481.5,,1599.7,1280.2,1000.03,,,,1439.47,1270.17,876.84,,1467.62,1619.0,EN.ATM.CO2E.KT,,,1347.6,1216.8,,,,,946.6,1326.1,,,1179.97,,,,1206.3,1167.27,,925.75,1290.77,1269.57,1137.1,1249.9,,1004.32,,,929.58,,,Émissions de CO2 (kt),1188.1,,,1367.0,980.47,,1096.07,,1516.25,,1068.52,,1282.07,,,,,1208.7
26.0,BRN,Brunei Darussalam,Brunéi Darussalam,,7170.8,,7874.3,5103.0,3384.5,,,,7208.8,7540.0,3928.1,,7299.5,7912.5,EN.ATM.CO2E.KT,,,7520.8,4708.8,,,,,4600.7,4991.3,,,7290.2,,,,4620.1,7057.8,,3585.4,6968.5,6397.7,4517.9,5515.5,,3260.3,,,4265.1,,,Émissions de CO2 (kt),4717.9,,,7143.2,4827.2,,9588.0,,7332.7,,5225.2,,7080.3,,,,,4433.0
18.0,BTN,Bhutan,Bhoutan,,493.18,,396.83,313.51,182.8,,,,908.0,1454.3,177.05,,833.9,422.62,EN.ATM.CO2E.KT,,,397.5,379.31,,,,,246.03,395.42,,,1309.5,,,,411.52,1433.0,,205.11,1228.4,1042.1,377.42,377.73,,185.39,,,205.9,,,Émissions de CO2 (kt),388.84,,,398.71,296.56,,1035.2,,744.2,,381.17,,1012.4,,,,,378.53
20.0,BWA,Botswana,Botswana,,3371.7,,4186.58,3970.3,2734.7,,,,5421.539,8061.3875,3249.7,,3414.335,4392.7,EN.ATM.CO2E.KT,,,4086.9,3865.6,,,,,3189.8,4278.6,,,7337.512,,,,4026.7,7198.3,,3298.3,6629.312,6949.712,3682.2,3915.0,,2807.4,,,3080.1,,,Émissions de CO2 (kt),4033.8,,,4319.8,2915.9,,5763.687,,3883.337,,3066.0,,6988.912,,,,,3858.5
37.0,CAF,Central African Republic,République centrafricaine,,174.8,,168.2,226.2,142.0,,,,120.6,229.1,157.6,,197.2,171.4,EN.ATM.CO2E.KT,,,234.3,253.0,,,,,163.8,224.1,,,222.4,,,,249.8,235.4,,151.5,206.4,184.4,227.4,231.0,,148.0,,,160.7,,,Émissions de CO2 (kt),243.2,,,237.8,167.0,,236.6,,194.2,,167.0,,130.4,,,,,236.8
33.0,CAN,Canada,Canada,,537091.5,,521399.4,536417.3,413298.6,,,,555742.4,579573.9,422047.8,,546291.6,550553.2,EN.ATM.CO2E.KT,,,540525.6,506615.9,,,,,448046.0,549032.7,,,568175.9,,,,524353.4,566001.8,,426367.3,556874.1,558747.2,484791.8,544541.8,,419492.2,,,436764.6,,,Émissions de CO2 (kt),514215.1,,,571632.0,461700.7,,516873.7,,549369.9,,476815.9,,561760.5,,,,,494278.5
,CEB,,Europe centrale et les pays baltes,,708417.9,,684780.6,735101.1,916298.1,,,,655837.7,678446.5,826253.11,,682324.9,740343.6,EN.ATM.CO2E.KT,,,753388.1,722553.0,,,,,809241.02,735068.0,,,684083.3,,,,707700.2,643612.1,,850698.7,656753.9,644756.0,760226.7,736222.1,,991246.4,,,805509.9,,,Émissions de CO2 (kt),710574.87,,,758838.8,835209.1,,598490.02,,709498.9,,809596.6,,635436.5,,,,,717907.0
211.0,CHE,Switzerland,Suisse,,45207.8,,43668.6,45283.9,45666.8,,,,43531.2,37481.3,43452.0,,42516.6,44962.5,EN.ATM.CO2E.KT,,,45479.3,45154.7,,,,,43439.4,45850.7,,,38699.0,,,,43573.3,37376.3,,45702.6,39666.5,39090.8,44247.3,44839.5,,43326.5,,,42593.0,,,Émissions de CO2 (kt),43708.8,,,43541.2,44006.0,,34916.1,,41192.3,,42748.3,,39793.3,,,,,44528.1
,CHI,,Îles Anglo-Normandes,,,,,,,,,,,,,,,,EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Émissions de CO2 (kt),,,,,,,,,,,,,,,,,,
40.0,CHL,Chile,Chili,,69749.1,,65450.6,54972.1,29243.4,,,,82998.5,86581.3,32465.1,,78412.6,67991.6,EN.ATM.CO2E.KT,,,57148.1,48425.1,,,,,38972.0,55968.9,,,87136.9,,,,49121.4,91915.4,,30346.9,86504.7,82260.4,52013.7,50200.6,,30533.6,,,35826.8,,,Émissions de CO2 (kt),50424.5,,,64574.0,44896.3,,84827.8,,76470.5,,51285.2,,76560.3,,,,,54430.3
351.0,CHN,China,Chine,,8474922.7,,7719071.4,5113216.6,2302185.2,,,,9979128.0,10567262.0,2645411.7,,9540539.7,7199604.7,EN.ATM.CO2E.KT,,,6437470.3,3529081.3,,,,,3088620.2,5824625.1,,,10089273.2,,,,3796157.1,10762824.0,,2418175.3,9860914.0,9859281.2,3236278.6,4424412.6,,2173364.2,,,2767666.4,,,Émissions de CO2 (kt),3346525.8,,,6993182.8,3070505.1,,10944686.2,,9282553.7,,3134112.6,,10021043.4,,,,,3153661.1
107.0,CIV,Côte d'Ivoire,Côte d'Ivoire,,6350.6,,6031.2,5466.1,2791.5,,,,8692.4,10194.8,2957.3,,8037.7,6474.7,EN.ATM.CO2E.KT,,,5698.7,6494.3,,,,,3365.1,5876.5,,,10563.8,,,,6838.9,10838.9,,2772.1,9593.5,9805.7,4989.7,5307.6,,2705.4,,,3093.6,,,Émissions de CO2 (kt),6489.4,,,5657.8,4053.6,,10894.9,,6118.3,,4972.6,,9196.9,,,,,6831.4
32.0,CMR,Cameroon,Cameroun,,7014.4,,7032.4,5122.6,6966.2,,,,7526.8,9749.7,5766.9,,6866.7,6393.5,EN.ATM.CO2E.KT,,,5091.7,5156.8,,,,,4679.5,5016.3,,,9076.0,,,,5133.3,9557.3,,6846.8,8974.7,8500.2,5040.5,5206.0,,2900.0,,,4619.3,,,Émissions de CO2 (kt),5209.1,,,6131.5,4755.4,,9928.4,,6801.5,,4862.4,,8222.8,,,,,4788.4
250.0,COD,Democratic Republic of the Congo,"Congo, République démocratique du",,2653.9,,2502.8,1939.7,1737.9,,,,3959.5,2813.9,1896.19,,2827.3,2553.3,EN.ATM.CO2E.KT,,,2282.8,1565.44,,,,,2110.94,2208.7,,,2845.0,,,,1650.2,3031.2,,1482.42,2421.14,3231.4,2275.74,1998.6,,3179.0,,,2208.23,,,Émissions de CO2 (kt),1634.93,,,2472.8,2271.34,,3025.6,,3016.9,,2269.97,,5136.1,,,,,2098.08
46.0,COG,Congo,"Congo, République du",,5423.35,,4838.56,3514.5,3193.42,,,,5311.61,6216.9,2690.49,,5260.75,4360.59,EN.ATM.CO2E.KT,,,4777.96,4243.5,,,,,2634.81,4313.23,,,5406.7,,,,2755.2,7006.1,,3128.17,5497.6,5655.0,3875.7,3224.9,,3201.15,,,2054.7,,,Émissions de CO2 (kt),4346.986,,,4150.72,3168.04,,7153.9,,5383.97,,3266.223,,5175.1,,,,,3961.8
44.0,COL,Colombia,Colombie,,64146.1,,62670.6,56608.9,51098.7,,,,77725.4,79355.2,56659.9,,70223.2,60298.1,EN.ATM.CO2E.KT,,,58193.0,59588.3,,,,,60043.3,58187.0,,,75674.0,,,,57373.0,79186.7,,53199.4,83526.2,81017.2,65071.4,56716.0,,49364.4,,,57514.5,,,Émissions de CO2 (kt),58995.5,,,59709.9,59253.3,,79057.6,,69771.1,,64837.0,,80091.0,,,,,55922.1
45.0,COM,Comoros,Comores,,167.8,,140.4,153.2,68.7,,,,192.2,302.7,73.3,,160.1,114.1,EN.ATM.CO2E.KT,,,172.1,109.8,,,,,78.0,147.0,,,279.0,,,,109.7,326.2,,70.3,217.9,185.9,92.2,139.7,,65.5,,,74.9,,,Émissions de CO2 (kt),104.9,,,111.8,79.6,,328.2,,150.0,,84.3,,171.9,,,,,96.9
35.0,CPV,Cabo Verde,Cabo Verde,,540.7,,510.6,416.0,169.8,,,,502.0,594.7,173.1,,525.6,475.7,EN.ATM.CO2E.KT,,,518.7,358.5,,,,,201.7,451.5,,,584.7,,,,392.0,617.2,,182.9,542.9,499.9,248.1,419.1,,183.8,,,175.9,,,Émissions de CO2 (kt),305.8,,,460.0,222.4,,620.6,,566.8,,230.1,,496.4,,,,,295.6
48.0,CRI,Costa Rica,Costa Rica,,7105.5,,7198.5,5943.6,3061.6,,,,7778.7,8166.6,4180.9,,7446.7,7515.3,EN.ATM.CO2E.KT,,,6557.0,5422.7,,,,,4809.8,6273.9,,,8173.5,,,,5523.2,7956.4,,4148.5,8008.9,7537.9,5015.3,5798.9,,2871.2,,,4850.5,,,Émissions de CO2 (kt),4946.8,,,7602.5,4526.9,,6967.4,,7430.8,,4493.9,,7832.3,,,,,5034.0
,CSS,,Petits états des Caraïbes,,38301.47,,35974.17,35110.06,27978.372072,,,,40477.58,37801.5,26203.362022,,39118.25,38498.49,EN.ATM.CO2E.KT,,,40350.77,30033.96,,,,,25222.981167,36627.06,,,36313.3,,,,30811.46,37614.99,,28528.882047,37223.056,39284.4,28405.224277,34223.46,,27695.208097,,,24806.982797,,,Émissions de CO2 (kt),28485.22,,,41066.58,26225.193537,,32776.99,,39660.78,,27077.785907,,40085.4586,,,,,28791.492647
49.0,CUB,Cuba,Cuba,,28110.0,,26979.6,25364.8,27418.0,,,,28869.7,26674.6,20152.3,,28690.9,26747.1,EN.ATM.CO2E.KT,,,26780.2,27465.1,,,,,23175.5,26317.9,,,26241.3,,,,26423.5,24418.5,,21771.8,27176.4,29209.8,27112.5,25628.6,,35621.6,,,21719.4,,,Émissions de CO2 (kt),28353.1,,,27677.5,25203.4,,24327.8,,27586.3,,27448.2,,26677.1,,,,,27998.5
279.0,CUW,Curaçao,Curacao,,,,,,,,,,,,,,,,EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Émissions de CO2 (kt),,,,,,,,,,,,,,,,,,
36.0,CYM,Cayman Islands,Îles Caïmans,,,,,,,,,,,,,,,,EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Émissions de CO2 (kt),,,,,,,,,,,,,,,,,,
50.0,CYP,Cyprus,Chypre,,7898.4,,8276.1,7778.8,5109.0,,,,6427.7,7198.6,5735.8,,7098.8,8490.7,EN.ATM.CO2E.KT,,,7999.4,6992.1,,,,,5848.0,7900.8,,,7361.2,,,,7168.5,7191.0,,5479.7,7219.2,6851.9,6610.0,7834.1,,4591.2,,,5977.9,,,Émissions de CO2 (kt),7127.7,,,8307.1,6211.3,,6771.8,,7634.6,,6304.9,,6811.8,,,,,6871.1
167.0,CZE,Czechia,République tchèque,,114167.6,,113246.1,123786.0,139757.1,,,,102910.3,102734.3,130982.2,,107320.2,118718.3,EN.ATM.CO2E.KT,,,122553.6,124341.3,,,,,124519.0,121893.6,,,103549.9,,,,120209.9,97712.9,,136842.4,102998.0,101167.5,119767.3,123372.9,,153149.3,,,125199.7,,,Émissions de CO2 (kt),124716.7,,,124432.8,128483.7,,88835.2,,111220.1,,126005.8,,99960.6,,,,,112359.9
